linha_original,acao,motivo,texto
1,mantida,,"Nitroprussiato de Sódio (50 mg/2 ml) Diluição: Diluir 01 ampola (2ml) em 248 ml de Soro Glicosado 5% Dose: 0,3 a 10 mcg/kg/min - IV em BIC. Infusão: Iniciar a 5mL/h e reavaliar Vasodilatador"
2,mantida,,"Nitroglicerina (25mg/5ml) Diluição: Diluir 2 ampolas em 240 ml de SF 0,9%. Dose: 5 a 200 mcg/min - IV em BIC Infusão: Iniciar com 1,5 ml/h (5 mcg/min). Aumentar 1,5 ml/h a cada 5 minutos (máximo de 60 ml/h)."
3,mantida,,"Captopril 25 mg - cp Administrar 01 cp, VO. Reavaliar após 1 hora. OU"
4,mantida,,"Clonidina 0,1 mg - cp Administrar 01 cp, VO. Reavaliar após 1 hora. Na alta, orientar retorno ambulatorial precoce em até 07 dias."
5,mantida,,Dipirona 1 g - EV lento
6,mantida,,"Cetoprofeno 100 mg + 100 ml SF 0,9 % - EV em 30 min SE ANSIEDADE Benzodiazepínicos"
7,mantida,via_nao_identificada,"Diazepam 5 mg - cp Tomar 01 cp agora. OU Clonazepam 0,5 mg - cp Tomar 01 cp agora."
8,mantida,conduta_sem_medicamento,Alta para casa com encaminhamento ao cardiologista.
9,mantida,conduta_sem_medicamento,Orientar uso correto de medicações.
10,mantida,conduta_sem_medicamento,Considerar introduzir antihipertensivos caso não faça uso.
11,mantida,,"Furosemida (20mg/2ml) Dose: 0,5-1 mg/kg IV bolus Repetir se necessário, máximo de 240 mg/dia Vasodilatador"
12,mantida,,"Nitroglicerina (25mg/5ml) Diluição: Diluir 2 ampolas em 240 ml de SF 0,9%. Dose: 5 a 200 mcg/min - IV em BIC Infusão: Iniciar com 1,5 ml/h (5 mcg/min). Aumentar 1,5 ml/h a cada 5 minutos (máximo de 60 ml/h)."
13,mantida,,"Dobutamina (250mg/20ml) Diluição: 1 ampola + 230 ml de SF 0,9% - IV em BIC Dose: 2 a 20 mcg/kg/min. Vazão por Peso:"
14,fundida_na_linha_anterior,fragmento,kg: 6 a 60 ml/h
15,fundida_na_linha_anterior,fragmento,"kg: 8,4 a 84 ml/h"
16,fundida_na_linha_anterior,fragmento,kg: 10 a 108 ml/h Diurético
17,mantida,,"Furosemida (20mg/2ml) Dose: 0,5-1 mg/kg IV bolus Repetir se necessário, máximo de 240 mg/dia Vasodilatador"
18,mantida,,"Nitroglicerina (25mg/5ml) Diluição: 2 ampolas em 240 ml de SF 0,9%. Dose: 5 a 200 mcg/min - IV em BIC Infusão: Iniciar com 1,5 ml/h (5 mcg/min). Aumentar 1,5 ml/h a cada 5 minutos (máximo de 60 ml/h)."
19,mantida,,"Soro Fisiológico 0,9% (20mg/2ml) Alíquotas de 250 ml, IV lento. Reavaliar (ausculta) após administração. Repetir alíquotas se necessário e tolerado. Se ausência de melhora com SF 0,9%"
20,mantida,,"Dobutamina (250mg/20ml) Diluição: 1 ampola + 230 ml de SF 0,9% - IV em BIC Dose: 2 a 20 mcg/kg/min. Vazão por Peso:"
21,fundida_na_linha_anterior,fragmento,kg: 6 a 60 ml/h
22,fundida_na_linha_anterior,fragmento,"kg: 8,4 a 84 ml/h"
23,fundida_na_linha_anterior,fragmento,kg: 10 a 108 ml/h
24,mantida,conduta_sem_medicamento,Internação
25,mantida,conduta_sem_medicamento,Avaliação da cirurgia geral
26,mantida,conduta_sem_medicamento,Jejum
27,mantida,conduta_sem_medicamento,Sondagem nasogástrica
28,mantida,conduta_sem_medicamento,Correção de distúrbios hidroeletrolíticos
29,mantida,conduta_sem_medicamento,Antibioticoterapia
30,mantida,conduta_sem_medicamento,Controle de sintomas
31,mantida,,"SF 0,9% 1000 ml - EV em 1 hora, se desidratação"
32,mantida,,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml EV 12/12h"
33,mantida,,Ceftriaxone 1g EV 12/12h
34,mantida,,Metronidazol 500mg EV 8/8h
35,mantida,,Dipirona 1g EV 6/6h se dor ou febre
36,mantida,,Tramadol 100mg EV 8/8h se dor intensa
37,mantida,,Ondansetrona 8mg EV 8/8h se náuseas/vômitos
38,mantida,,Omeprazol 40 mg - EV
39,mantida,,"Escopolamina 20 mg - EV, de 8/8h"
40,mantida,conduta_sem_medicamento,Controle de sinais vitais 6/6h
41,mantida,"dose_nao_identificada,via_nao_identificada",Dextro 4/4h enquanto permanecer em jejum
42,mantida,,Soro glicosado 50% 40ml EV se dextro < 70
43,mantida,"dose_nao_identificada,via_nao_identificada",Cabeceira elevada em 45º
44,mantida,"dose_nao_identificada,via_nao_identificada",Passagem de sonda nasogástrica Prescrição
45,mantida,"dose_nao_identificada,via_nao_identificada",Assepsia e antissepsia;
46,mantida,"dose_nao_identificada,via_nao_identificada",Colocação de campos estéreis;
47,mantida,"dose_nao_identificada,via_nao_identificada",Infiltração com lidocaína 2%;
48,mantida,"dose_nao_identificada,via_nao_identificada",Incisão única (se for possível) e linear para drenagem;
49,mantida,"dose_nao_identificada,via_nao_identificada",Fechamento por segunda intenção;
50,mantida,dose_nao_identificada,Curativo estéril. USO ORAL Se indicação de antibiótico:
51,mantida,via_nao_identificada,Amoxicilina + clavulanato 875+125mg Tomar 01 cp de 12 em 12 horas por 07 dias. Sintomáticos:
52,mantida,via_nao_identificada,Dipirona 1 g - cp Tomar 01 cp de 6 em 6 horas se dor ou febre
53,mantida,via_nao_identificada,Ibuprofeno 600 mg - cp Tomar 01 cp de 8 em 8 horas se dor por até 05 dias.
54,mantida,via_nao_identificada,Ondansetrona 4 mg - cp Tomar 01 cp de 8 em 8 horas se náuseas ou vômitos.
55,mantida,via_nao_identificada,Amoxicilina + clavulanato 875+125mg - cp Tomar 01 cp de 12 em 12 horas por 07 dias. OU
56,mantida,via_nao_identificada,Cefalexina 500mg - cp Tomar 01 cp de 6 em 6 horas por 07-10 dias. OU
57,mantida,via_nao_identificada,SMX+TMP 400+80mg - cp Tomar 02 cp de 12 em 12 horas por 07-10 dias. OU
58,mantida,via_nao_identificada,Clindamicina 300mg - cp Tomar 02 cp de 8 em 8 horas por 07-10 dias.
59,mantida,conduta_sem_medicamento,Jejum
60,mantida,,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml EV 12/12h"
61,mantida,,Ceftriaxone 1g EV 12/12h
62,mantida,,Metronidazol 500mg EV 8/8h
63,mantida,,Dipirona 1g EV 6/6h se dor ou febre
64,mantida,,Tramadol 100mg EV 8/8h se dor intensa
65,mantida,,Ondansetrona 8mg EV 8/8h se náuseas/vômitos
66,mantida,conduta_sem_medicamento,Controle de sinais vitais 6/6h
67,mantida,"dose_nao_identificada,via_nao_identificada",Dextro 4/4h enquanto permanecer em jejum
68,mantida,,Soro glicosado 50% 40ml EV se dextro < 70
69,mantida,"dose_nao_identificada,via_nao_identificada",Cabeceira elevada em 45º Conduta no PS
70,mantida,conduta_sem_medicamento,Internação
71,mantida,conduta_sem_medicamento,Avaliação da cirurgia geral
72,mantida,conduta_sem_medicamento,Antibioticoterapia EV
73,mantida,conduta_sem_medicamento,Controle de sintomas
74,mantida,conduta_sem_medicamento,Jejum
75,mantida,,"SG 5% 1.000ml + NaCl 20% 40ml + KCl 19,1% 10ml EV 12/12h"
76,mantida,,Ceftriaxone 1g EV 12/12h
77,mantida,,Metronidazol 500mg EV 8/8h
78,mantida,,Dipirona 1g EV 6/6h se dor ou febre
79,mantida,,Tramadol 100mg EV 8/8h se dor intensa
80,mantida,,Ondansetrona 8mg EV 8/8h se náuseas/vômitos
81,mantida,conduta_sem_medicamento,Controle de sinais vitais 6/6h
82,mantida,"dose_nao_identificada,via_nao_identificada",Dextro 4/4h enquanto permanecer em jejum
83,mantida,,Soro glicosado 50% 40ml EV se dextro < 70
84,mantida,"dose_nao_identificada,via_nao_identificada",Cabeceira elevada em 45º Prescrição
85,mantida,conduta_sem_medicamento,Internação
86,mantida,conduta_sem_medicamento,Avaliação da cirurgia geral
87,mantida,conduta_sem_medicamento,Antibioticoterapia EV
88,mantida,conduta_sem_medicamento,Controle de sintomas
89,mantida,via_nao_identificada,Furosemida 40 mg - cp Tomar 01 cp Aumentar conforme tolerância e resposta clínica Dose máxima: 160 mg/dia
90,mantida,via_nao_identificada,"Espironolactona 100 mg - cp Tomar 01 cp Aumentar conforme tolerância e resposta clínica Dose máxima: 400 mg/dia Restrição Hídrica Não é necessária restrição hídrica, exceto se hiponatremia Ingestão de 1.500 a 2.000 ml/dia. Se hiponatremia, "
91,mantida,,"Lactulose 667mg/ml Administrar 30 ml, VO, de 8/8h Meta: 2-3 evacuações pastosas Aumentar para 4/4h se ausência de evacuação Se ausência de evacuação"
92,mantida,"dose_nao_identificada,via_nao_identificada",Enema de lactulose 30%
93,mantida,,"mL de lactulose em 700 mL de solução para uso retal (soro, água, glicerina ou manitol) O enema deve ser retido por no mínimo 30 minutos e repetido, se necessário. Antibioticoterapia"
94,mantida,via_nao_identificada,"Rifaximina 550 mg - cp Tomar 01 cp, de 12/12h, por 14 dias Usar em associação à lactulose, ou em caso de refratariedade"
95,mantida,via_nao_identificada,"Metronidazol 500mg - cp Tomar 01 cp, de 08/08h, por 14 dias Usar em caso de indisponibilidade da rifamixicina Aminoácidos"
96,mantida,via_nao_identificada,Aspartato de Ornitina 5g Diluir em 1 copo de água (200mL) e tomar 1x ao dia. Usar em caso de refratariedades às medidas iniciais Se agitação psicomotora
97,mantida,,Haloperidol 5mg/1ml Administrar 01 ampola (5mg) IM
98,mantida,"dose_nao_identificada,via_nao_identificada",Paracentese
99,mantida,conduta_sem_medicamento,Antibioticoterapia
100,mantida,"dose_nao_identificada,via_nao_identificada",Antibioticoprofilaxia
101,mantida,"dose_nao_identificada,via_nao_identificada",Prevenção de Síndrome Hepatorrenal
102,mantida,,Cefotaxime 2 g - EV Administrar a cada 8 horas por 5 dias. OU
103,mantida,,Ceftriaxone 2 g - EV Administrar 1 vez ao dia por 5 dias. Antibioticoprofilaxia
104,mantida,,"Norfloxacino 400 mg - cp Tomar 1 cp VO diariamente, uso contínuo OU"
105,mantida,,"Ciprofloxacino 500 mg - cp Tomar 1 cp VO diariamente, uso contínuo"
106,mantida,via_nao_identificada,"Albumina 0,2g/ml (20%) Administrar 1,5 g/kg no 1ºdia e 1g/kg no terceiro dia OBS: Após a retirada de mais de 5 litros em uma paracentese é necessário repor albumina numa proporção de 6-8g por litro retirado, independentemente de critérios l"
107,mantida,via_nao_identificada,Amoxicilina + clavulanato 875+125mg Tomar 01 cp de 12 em 12 horas por 07 dias. OU
108,mantida,via_nao_identificada,Ciprofloxacino 500mg Tomar 01 cp de 12 em 12 horas por 07 dias.
109,mantida,via_nao_identificada,Metronidazol 500mg Tomar 01 cp de 8 em 8 horas por 07 dias. OU
110,mantida,via_nao_identificada,Sulfametoxazol + trimetoprima 800+160mg Tomar 01 cp de 12 em 12 horas por 07 dias.
111,mantida,via_nao_identificada,Metronidazol 500mg Tomar 01 cp de 8 em 8 horas por 07 dias. Sintomáticos
112,mantida,via_nao_identificada,Dipirona 1g Tomar 01 cp de 6 em 6 horas se dor ou febre.
113,mantida,,Buscopan composto 10+250mg Tomar 01 cp de 8 em 8 horas se dor abdominal.
114,mantida,via_nao_identificada,Tramadol 50mg Tomar 01 cp de 8 em 8 horas se dor intensa.
115,mantida,conduta_sem_medicamento,Jejum
116,mantida,,Ciprofloxacino 500mg EV 12/12h
117,mantida,,Metronidazol 500mg EV 8/8h
118,mantida,,Dipirona 1g EV 6/6h se dor ou febre
119,mantida,,Tramadol 100mg EV 8/8h se dor intensa
120,mantida,,Ondansetrona 8mg EV 8/8h se náuseas/vômitos
121,mantida,conduta_sem_medicamento,Avaliação da cirurgia geral para drenagem
122,mantida,conduta_sem_medicamento,Antibioticoterapia EV quando indicado: sepse celulite diabéticos imunodeprimidos portadores de próteses cardíacas
123,mantida,conduta_sem_medicamento,Controle de sintomas
124,mantida,,"Proctyl - pomada Aplicar na região afetada, 3x ao dia, até consulta com Proctologista Relaxantes de esfíncter"
125,mantida,,"Diltiazem 2 % - gel Aplicar na região afetada, 2x ao dia, até consulta com Proctologista"
126,mantida,via_nao_identificada,Dipirona 1 g - cp Tomar 01 cp de 6 em 6 horas se dor
127,mantida,via_nao_identificada,Ibuprofeno 600mg - cp Tomar 01 cp de 8 em 8 horas se dor por até 05 dias. Se constipação
128,mantida,,"Metamucil (P. ovata) - sachês Diluir 01 sachê em 300 ml de água Tomar 2x ao dia, por 05 dias Orientações Banho de assento em água morna 2–3×/dia (10–15 min) Ingerir ≥ 2 L de água ao longo do dia Higiene: jato de água ou lenços umedecidos se"
129,mantida,,Dipirona 1g - EV
130,mantida,,Diclofenaco 75 mg - IM Receita de Alta USO ORAL Venotônico
131,mantida,via_nao_identificada,"Daflon 500 (450 mg + 50 mg) - cp Tomar 2 comprimidos, 3x/dia, por 4 dias Depois 2 comprimidos, 2x/dia, por mais 3 dias. Sintomáticos"
132,mantida,via_nao_identificada,Dipirona 1 g - cp Tomar 01 cp de 6 em 6 horas se dor
133,mantida,via_nao_identificada,Ibuprofeno 600 mg - cp Tomar 01 cp de 8 em 8 horas se dor por até 05 dias.
134,mantida,,"Metamucil (P. ovata) - sachês Diluir 01 sachê em 300 ml de água Tomar 2x ao dia, por 05 dias USO TÓPICO"
135,mantida,,"Proctyl - pomada Aplicar na região afetada, 3x ao dia, até melhora Orientações Banho de assento, 3x ao dia, em água morna Ingerir 2L de água por dia Evitar papel higiênico Agendar retorno com Proctologista"
136,mantida,"dose_nao_identificada,via_nao_identificada",Manejo da ferida: Lavar com SF 0.9% Remover sujidades e corpos estranhos Desinfecção com clorexidina
137,mantida,"dose_nao_identificada,via_nao_identificada",Classificar o acidente em: Leve Grave Contato indireto
138,mantida,"dose_nao_identificada,via_nao_identificada",Avaliar necessidade de: Sutura Profilaxia de raiva Profilaxia de tétano Antibiótico Conduta no PS
139,mantida,,UI Intramuscular Aplicar em grupo muscular diferente daquele no qual foi aplicada a vacina que contém o toxoide tetânico. Soro antitetânico (SAT)
140,mantida,,"000 UI Intramuscular ou endovenosa Se intramuscular, administrar em duas massas musculares diferentes.Diluir em soro fisiológico ou glicosado a 5%. Avaliar necessidade profilaxia de tétano"
141,mantida,"dose_nao_identificada,via_nao_identificada","dias, sem suspeita de raiva GRAVE"
142,mantida,"dose_nao_identificada,via_nao_identificada",doses de vacina +
143,mantida,"dose_nao_identificada,via_nao_identificada",soro vivo/ saudavel Cão e gato morto desaparece doente encerra o caso LEVE:
144,mantida,"dose_nao_identificada,via_nao_identificada",doses de vacina Cão e gato Agir de imediato LEVE:
145,mantida,"dose_nao_identificada,via_nao_identificada",doses de vacina GRAVE
146,mantida,"dose_nao_identificada,via_nao_identificada",soro não observável ou suspeita de raiva OBS: CONTATO INDIRETO NÃO HÁ NECESSIDE DE PROFILAXIAS
147,mantida,"dose_nao_identificada,via_nao_identificada","soro Bovídeos, equídeos, caprinos, suínos e ovino OBS: CONTATO INDIRETO NÃO HÁ NECESSIDE DE PROFILAXIAS Agir de imediato GRAVE"
148,mantida,"dose_nao_identificada,via_nao_identificada",soro Morcegos e mamíferos silvestres OBS: AGIR DE IMEDIATO MESMO NO CONTATO INDIRETO
149,mantida,"dose_nao_identificada,via_nao_identificada",UI/kg de peso.
150,mantida,conduta_sem_medicamento,Jejum
151,mantida,,Ringer Lactato 20-30 ml/kg - EV em 30 min se hipotensão
152,mantida,via_nao_identificada,"Ringer Lactato 1,5 - 3 ml/kg/h por 8-12 horas"
153,mantida,,Dipirona 1g EV 6/6h se dor ou febre
154,mantida,,Tramadol 100mg EV 8/8h se dor intensa
155,mantida,,Ondansetrona 8mg EV 8/8h se náuseas/vômitos
156,mantida,,Omprazol 40 mg - EV
157,mantida,conduta_sem_medicamento,Controle de sinais vitais 6/6h
158,mantida,"dose_nao_identificada,via_nao_identificada",Dextro 4/4h enquanto permanecer em jejum
159,mantida,,Soro glicosado 50% 40ml EV se dextro < 70
160,mantida,"dose_nao_identificada,via_nao_identificada",Cabeceira elevada em 45º
161,mantida,"dose_nao_identificada,via_nao_identificada",Quantificar débito urinário
162,mantida,conduta_sem_medicamento,Internação
163,mantida,conduta_sem_medicamento,Avaliação da cirurgia geral
164,mantida,conduta_sem_medicamento,Controle de sintomas
165,mantida,,Difenidramina (50mg/mL) Fazer 1 mL (1 ampola) - EV em bólus Corticoide
166,mantida,,Hidrocortisona (100mg/mL) Fazer 100mg - EV USO ORAL Antihistamínico
167,mantida,via_nao_identificada,"Loratadina 10 mg - cp Tomar 01 cp, 1x ao dia, por 05 dias Corticoide"
168,mantida,via_nao_identificada,"Prednisona 20 mg - cp Tomar 01 cp, 1x ao dia, por 05 dias Receita de Alta Prescrição no PS"
169,mantida,,"Adrenalina 1mg/mL - ampola Fazer 0,5 mL - IM no músculo vasto - lateral Repetir mais 2x a cada 5~15 min se necessário Se broncoespasmo"
170,mantida,via_nao_identificada,Salbutamol 5 mg/ml
171,mantida,,"gotas em 5 ml de SF 0,9 % Inalar a cada 20 min, em 1 hora"
172,mantida,via_nao_identificada,"Ipratrópio 0,25 mg/ml"
173,mantida,,"gotas em 5 ml de SF 0,9 % Inalar a cada 20 min, em 1 hora Fluidoterapia"
174,mantida,"dose_nao_identificada,via_nao_identificada","SF 0,9 %"
175,fundida_na_linha_anterior,fragmento,ml - EV Conduta no PS
176,mantida,,Difenidramina (50mg/mL) Fazer 1 mL (1 ampola) - EV em bólus Corticoide
177,mantida,,Hidrocortisona (100mg/mL) Fazer 200mg (02 ampolas) - EV lento Conduta no PS
178,mantida,,"Adrenalina 1mg/mL - ampola Adrenalina (1 mg/ml) 6 mg + SF 0,9% 94 ml Iniciar em 0,1 micrograma/kg/minuto (dose usual: 1 a 20 ml/h) EV em BIC Conduta no PS SE USO DE BETABLOQUEADOR"
179,mantida,,Glucagon (1mg/ml) Administrar 01 ampola IM
180,mantida,via_nao_identificada,"Loratadina 10 mg - cp Tomar 01 cp, 1x ao dia, por 05 dias Corticoide"
181,mantida,via_nao_identificada,"Prednisona 20 mg - cp Tomar 02 cp, 1x ao dia, por 05 dias Orientações Prescrever EpiPen® e treinar uso domiciliar Encaminhar ao alergista para investigação de gatilhos e plano de ação personalizado"
182,mantida,via_nao_identificada,"Amoxicilina + Clavulanato (875+125mg) - cp Tomar 01 cp, de 12/12h, por 7 dias OU"
183,mantida,via_nao_identificada,"Cefadroxila 500 mg - cp Tomar 01 cp, de 12/12h, por 7 dias OU"
184,mantida,via_nao_identificada,"Cefalexina 500 mg - cp Tomar 01 cp, de 6/6h, por 7 dias Sintomáticos"
185,mantida,via_nao_identificada,"Ibuprofeno 600 mg - cp Tomar 01 cp, de 8/8h, por até 03 dias"
186,mantida,via_nao_identificada,"Dipirona 1g - cp Tomar 01 cp, de 6/6h, se dor"
187,mantida,via_nao_identificada,"Tramadol 50 mg - cp Tomar 01 cp, de 8/8h, se dor muito intensa Receita de Alta"
188,mantida,via_nao_identificada,Oxacilina 500 mg/fr
189,mantida,dose_nao_identificada,"g,EV, 4/4h, por 7 dias OU"
190,mantida,,"Ceftriaxona 1 g EV, 12/12h, por 7 dias OU"
191,mantida,,"Clindamicina 600 mg EV, 8/8h, por 7 dias Sintomáticos"
192,mantida,,"Cetoprofeno 100mg + SF 0,9 % 100 ml - EV em"
193,fundida_na_linha_anterior,fragmento,min
194,mantida,,"Dipirona 1 g - EV, 6/6h , se dor ou febre"
195,mantida,,"Tramadol 50 mg + SF 0,9 % 100 ml - EV em 30 min, se dor muito intensa"
196,mantida,,Permetrina 5% (emulsão ou loção 60 mL) Aplique na pele do pescoço para baixo Evite o contato com boca os olhos. Secar por 10 minutos antes de se vestir. Aguardar 6 horas antes do banho. Repetir aplicação após 01 semana. OU USO ORAL
197,mantida,via_nao_identificada,"Ivermectina 6mg - cp Tomar 02 comprimidos, 1x ao dia, dose única Após 07 dias, tomar mais 02 comprimidos OBS: calcular a dose total para corresponder a 200 mcg/kg Antihistamínico"
198,mantida,via_nao_identificada,"Hidroxizina 25 mg (Hixizine®) - cp Tomar 01 comprimido, de 12/12h, por 05 dias"
199,mantida,via_nao_identificada,"Aciclovir 200mg - cp Tomar 01 comprimido, de 4/4h, 5x ao dia, por"
200,mantida,dose_nao_identificada,dias. Horários: 08h - 12h - 16h - 20h - 24h USO TÓPICO Se feridas intensas
201,mantida,via_nao_identificada,Cicaplast Baume B5+ - 20ml Aplicar nas lesões quantas vezes necessário
202,mantida,via_nao_identificada,"Aciclovir 400 mg - cp Tomar 02 cp, de 4/4h, 5x ao dia, por 7 dias Horários: 08h - 12h - 16h - 20h - 24h Analgesia simples"
203,mantida,via_nao_identificada,"Dipirona 500 mg - cp Tomar 02 cp, de 6/6h, por 05 dias AINE"
204,mantida,via_nao_identificada,"Ibuprofeno 600 mg - cp Tomar 01 cp, de 8/8h, por 05 dias Opidóide"
205,mantida,via_nao_identificada,"Tramadol 50 mg - cp Tomar 01 cp, de 8/8h, se dor muito intensa Receita de Alta"
206,mantida,,"Caladryl (calamina) 8% - loção Aplicar nas lesões, 3x ao dia, por 05 dias USO ORAL Analgesia simples"
207,mantida,via_nao_identificada,"Dipirona 500 mg - cp Tomar 02 cp, de 6/6h, por 05 dias AINE"
208,mantida,via_nao_identificada,"Ibuprofeno 600 mg - cp Tomar 01 cp, de 8/8h, por 05 dias Antihistamínico"
209,mantida,via_nao_identificada,"Loratadina 10 mg - cp Tomar 01 cp, 1x ao dia, por 05 dias, se coceira Receita de Alta"
210,mantida,via_nao_identificada,15g de carboidrato (se condições de deglutir):
211,mantida,"dose_nao_identificada,via_nao_identificada",colher de sopa rasa de açúcar (ou mel) ou
212,mantida,"dose_nao_identificada,via_nao_identificada",ml de refrigerante comum (não pode ser zero açúcar) ou
213,mantida,"dose_nao_identificada,via_nao_identificada",ml de suco de laranja ou
214,mantida,"dose_nao_identificada,via_nao_identificada",balas de caramelo Parenteral (SEM condições de deglutir):
215,mantida,,"SG 50% 10ml Administrar 04 ampolas EV em bôlus Obs: haverá situações (exemplo: diabético insulino- dependente) nas quais as 04 ampolas poderá subir demais o dextro. Então, avalie caso a caso. Nesse caso, prescreva 02 ampolas, faça um novo d"
216,mantida,,Glicose 50% 10ml Aplicar 04 ampolas (40ml) EV em bôlus
217,mantida,,SG 5% 500ml Administrar 100ml/h EV até estabilidade clínica Após reversão de hipoglicemia (dx > 70mg/dL):
218,mantida,"dose_nao_identificada,via_nao_identificada",Oferecer um lanche SEM acesso venoso:
219,mantida,,"Glucagon (1mg/ml) Administrar 01 ampola IM Dextro < 54 mg/dL Se risco de Encefalopatia de Wernicke (hepatopata, desnutrido, etilista):"
220,mantida,,Tiamina 100mg/ml Administrar 01 ampola (1ml) IM antes da glicose.
221,mantida,via_nao_identificada,mg 4/4 h ou 6/5 horas OU Metimazol - 20mg a cada 4-8 horas
222,mantida,via_nao_identificada,"horas Lítio Carbonato de lítio - 300mg 6/6 horas, devendo ser medida a litemia sérica objetivando níveis de"
223,mantida,"dose_nao_identificada,via_nao_identificada",mg/dL Conduta no PS
224,mantida,,"Levotiroxina inj. 100mcg/5ml Ataque: aplicar 10 a 20ml (200 - 400mcg) EV em 5 a 10 min Manutenção: aplicar 2,5 a 5ml (50 a 100mcg) EV 1x/dia Transicionar para vo após estabilidade clínica. dose vo = dose EV / 0,75 T3"
225,mantida,,"Liotironina sódica 10mcg/1ml Ataque: aplicar 0,5 a 2 ml (5 a 20mcg) iv em 5 a"
226,fundida_na_linha_anterior,fragmento,"min Manutenção: aplicar 0,25 a 1 ml (2,5 a 10mcg) iv de 8/8h Manter até atingir estabilidade clínica Corticoide"
227,mantida,,"Hidrocortisona pó inj. 100mg ou 500mg Aplicar 1 amp (de 100mg) iv bolus lento de 8/8h, por 2 dias - max 500mg /dia Conduta no PS"
228,mantida,,"Hidraplex - sais de reidratação oral Dissolver 01 envelope em 1 litro de água e tomar ao longo de 01 dia, até melhora do quadro. Antidiarreico"
229,mantida,via_nao_identificada,"Racecadotrila 100 mg - cp Tomar 01 cp, de 12/12h, por 03 dias Probiótico"
230,mantida,via_nao_identificada,"Floratil 200 mcg - cp Tomar 01 cp, de 12/12h, por 03 dias Sintomáticos:"
231,mantida,via_nao_identificada,Dipirona 1 g - cp Tomar 01 cp de 6 em 6 horas se dor ou febre
232,mantida,via_nao_identificada,Ondansetrona 4 mg - cp Tomar 01 cp de 8 em 8 horas se náuseas ou vômitos. Receita de Alta
233,mantida,,"Hidraplex - sais de reidratação oral Dissolver 01 envelope em 1 litro de água e tomar ao longo de 01 dia, até melhora do quadro. Antibiótico"
234,mantida,via_nao_identificada,"Ciprofloxacino 500 mg - cp Tomar 01 cp, de 12/12h, por 05 dias Probiótico"
235,mantida,via_nao_identificada,Dipirona 1g - cp Tomar 01 cp de 6 em 6 horas se dor ou febre
236,mantida,via_nao_identificada,Ondansetrona 8 mg - cp Tomar 01 cp de 8 em 8 horas se náuseas ou vômitos.
237,mantida,via_nao_identificada,"Omeprazol 20 mg - cp Tomar 01 cp, 1 vez ao dia, de manhã em jejum, até consulta com gastroenterologista Antiácido"
238,mantida,via_nao_identificada,"Hidróxido de Alumínio - suspensão Tomar 01 colher de chá (5 mL), em meio copo de água ou leite, cerca de uma hora após as refeições, em caso de queimação Antiflatulento"
239,mantida,via_nao_identificada,"Simeticona 40 mg - cp Tomar 01 cp, de 8/8h, se gases Procinéticos"
240,mantida,via_nao_identificada,"Metoclopramida 10 mg - cp Tomar 01 cp, de 8/8h, se empachamento pós-prandial (sensação de estômago cheio) Receita de Alta"
241,mantida,via_nao_identificada,"Omeprazol 20 mg - cp Tomar 01 cp, 1 vez ao dia, de manhã em jejum, até consulta com gastroenterologista Antiácido"
242,mantida,via_nao_identificada,"Hidróxido de Alumínio - suspensão Tomar 01 colher de chá(5 mL), em meio copo de água ou leite, cerca de uma hora após as refeições, em caso de queimação Receita de Alta Elevação da cabeceira do leito. Fracionar refeições. Evitar café, álcoo"
243,mantida,,"Levonorgestrel 0,75mg (comprimido) Tomar 2 comprimidos, via oral, em dose única Dicas Rápidas Iniciada preferencialmente nas primeiras 72 horas após relação sexual. Pode ser considerado até 05 após o contato sexual desprotegido. Se vômito n"
244,mantida,,Ceftriaxona 500 mg - IM Dose única USO ORAL Antibioticoterapia
245,mantida,via_nao_identificada,"Doxiciclina 100 mg - cp Tomar 01 cp, de, 12/12h, por 14 dias"
246,mantida,via_nao_identificada,"Metronidazol 500 mg - cp Tomar 01 cp, de 12/12h, por 14 dias Sintomáticos"
247,mantida,via_nao_identificada,"Ibuprofeno 600 mg - cp Tomar 01 cp, de 8/8h, por até 03 dias"
248,mantida,via_nao_identificada,"Dipirona 1g - cp Tomar 01 cp, de 6/6h, se dor"
249,mantida,via_nao_identificada,"Levofloxacino 500 mg - cp Tomar 01 cp, de, 12/12h, por 14 dias"
250,mantida,via_nao_identificada,"Metronidazol 500 mg - cp Tomar 01 cp, de 12/12h, por 14 dias OU"
251,mantida,via_nao_identificada,"Moxifloxacino 400 mg - cp Tomar 01 cp, de, 12/12h, por 14 dias"
252,mantida,via_nao_identificada,"Metronidazol 500 mg - cp Tomar 01 cp, de 12/12h, por 14 dias"
253,mantida,,Ceftriaxona 500 mg - IM Dose única
254,mantida,via_nao_identificada,"Azitromicina 500 mg - cp Tomar 02 cp, dose única OU"
255,mantida,via_nao_identificada,"Doxiciclina 100 mg - cp Tomar 01 cp, de, 12/12h, por 14 dias Tratamento das parcerias"
256,mantida,via_nao_identificada,"Levonorgestrel 0,15+ Etinilestradiol 0,03 - cp Tomar 01 cp ao dia por 21 dias, pausa de 07 dias, e reiniciar no 8º dia. Iniciar uso no primeiro dia do ciclo. OU Progestagênio isolado"
